Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
85,2008-02-06,36.58668899536133,37.0212874888164,34.542471869613145,35.89455291797965,12429218
86,2008-02-07,34.864402770996094,37.327124404568195,34.63905624991333,36.08771526383043,11300078
87,2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
88,2008-02-11,31.56467056274414,34.44589351286467,31.226649761441898,34.44589351286467,15133331
89,2008-02-12,31.001300811767578,32.72359578646305,30.743761070244737,32.51434597451885,10237627
90,2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
91,2008-02-14,33.22258377075195,33.560604597393144,31.226652102275608,31.226652102275608,12514003
92,2008-02-15,34.17225646972656,34.44589287120437,32.20851827640877,33.093809691182095,12080990
93,2008-02-18,33.979103088378906,34.94487778039241,33.68937220900645,34.94487778039241,6977153
94,2008-02-19,33.60888671875,34.67123677450253,33.35134698050882,34.5907557427514,7226542
95,2008-02-20,32.771888732910156,33.303064943432716,32.40167679666953,33.28696829768572,5604999
96,2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
97,2008-02-22,32.5787353515625,32.78798519554064,31.564672873421785,31.902693699468692,2691220
98,2008-02-25,32.85236358642578,33.25476873831487,32.0636499253607,32.965037902229795,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.91268539428711,36.634978436381864,33.46402659353306,33.46402659353306,43223132
101,2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
102,2008-02-29,35.37946701049805,36.3774326095981,34.80000536785937,35.66920001500495,16477462
103,2008-03-03,33.89861297607422,35.025349451422706,33.512304512542194,33.834228596016786,10049153
104,2008-03-04,33.0294303894043,34.25274278776655,32.19242877813723,34.12397398086029,11485198
105,2008-03-05,33.64108657836914,33.802048673324244,32.22461883285135,33.190391402581966,8581053
106,2008-03-07,31.918787002563477,33.1581958405475,30.5828004839386,33.1581958405475,14251925
107,2008-03-10,31.8055419921875,32.03203061213039,29.977452609626702,31.967319891325737,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.55274200439453,35.591143813517725,33.22918623133538,35.36465521122693,12262350
110,2008-03-13,28.942062377929688,33.00268888735443,28.14935138275719,32.67913319999811,47000084
111,2008-03-14,30.931936264038086,31.061357682586248,29.15237969061045,29.750956494211703,35798540
112,2008-03-17,29.718610763549805,30.349544199941597,29.08767732715801,30.349544199941597,19211273
113,2008-03-18,29.977455139160156,30.55985606405213,29.184741611090132,29.670075349457882,12632937
114,2008-03-19,30.15541648864746,33.585107515390504,29.961282082080185,31.384927082727675,16449023
115,2008-03-24,30.446611404418945,31.287857449541026,29.78332150664039,31.287857449541026,11636914
116,2008-03-25,31.595226287841797,31.789358417609808,30.67309154012208,31.23931409188788,13232423
117,2008-03-26,31.40109634399414,32.1614533258438,31.06136232669423,31.38491811569355,11448313
118,2008-03-27,31.967323303222656,32.274703099794735,30.931945077081867,30.931945077081867,17425122
119,2008-03-28,32.03203201293945,32.27470106651228,31.190788217183677,32.11292096604597,11599511
120,2008-03-31,31.8055419921875,32.17763247675736,31.38491901557745,32.03203061213039,9914705
121,2008-04-01,31.87025260925293,32.323232041917436,31.465807862723825,32.03203050786457,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.12909698486328,32.614430670108796,31.87025191388171,32.468831003385766,3883474
124,2008-04-04,31.967323303222656,32.33941382750602,31.352568098585337,32.33941382750602,5906537
125,2008-04-07,31.83789825439453,32.161454050686025,31.465807772107407,32.01585438120549,4088729
126,2008-04-08,31.029006958007812,31.854074629388943,30.802518352634358,31.789361718493915,5753811
127,2008-04-09,31.109895706176758,31.384916798733997,30.753983475510882,31.126073933798487,3776374
128,2008-04-10,31.724660873413086,31.951149549261583,30.948127643574317,31.061370884371698,7075297
129,2008-04-11,31.87025260925293,32.193808406476215,31.546696812029644,32.03203050786457,4012660
130,2008-04-15,32.35558319091797,32.517361062987504,31.12607092433895,31.6761152505248,6362785
131,2008-04-16,31.91878318786621,32.905628681253994,31.789359569080084,32.6791400911944,4725794
132,2008-04-17,33.148292541503906,33.90864718276446,32.04820175407509,32.40411393117761,14831167
133,2008-04-21,33.68215560913086,34.26455630415437,33.32624565802108,33.64980135589497,7639361
134,2008-04-22,34.23221206665039,34.6204807979892,33.326257544868604,33.649813358148755,8814769
135,2008-04-23,34.26457214355469,34.669016952858776,33.811594834835525,34.29692860600043,5265604
136,2008-04-24,33.05123519897461,34.685192542997044,32.76003583615029,34.62048181728645,8801780
137,2008-04-25,33.32624435424805,33.795399658960626,32.873265078394326,33.649800039463955,4095990
138,2008-04-28,33.4556770324707,34.10278862111982,33.326255592442145,33.358609855322705,4708244
139,2008-04-29,33.924835205078125,34.24839102524614,33.488036164403304,33.64981407448732,6497143
140,2008-04-30,34.15132141113281,34.58812261499094,33.97336747810109,34.26456681783772,6331377
141,2008-05-02,34.458702087402344,35.42936950459641,34.39398917085348,34.66901248342643,5658418
142,2008-05-05,34.296913146972656,35.10580240098121,34.07042240044824,34.911668102318146,7642293
143,2008-05-06,34.0057258605957,34.68519399462706,33.8115936753392,34.02190409126377,5061166
144,2008-05-07,33.520389556884766,34.19985763924331,33.00270157465027,33.973369009874894,4303106
145,2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
146,2008-05-09,32.92180633544922,33.77922819514228,32.42029448416053,32.67913952297916,8621761
147,2008-05-12,32.92180633544922,33.16447314791928,32.19380370378619,32.92180633544922,4890395
148,2008-05-13,33.01887512207031,33.26154196259305,32.743854019363084,33.06740980672673,5056766
149,2008-05-14,33.067413330078125,33.24536947094008,32.355590960883646,32.355590960883646,2982486
150,2008-05-15,33.083587646484375,33.45567591988234,32.35558713346421,32.35558713346421,2646760
151,2008-05-16,33.342430114746094,33.4394972874923,32.93798539018112,33.32625408116594,4422288
152,2008-05-20,33.2777214050293,33.40714504124895,32.93798737705083,33.00270029228726,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.035057067871094,33.196834979758506,32.6791469782708,32.6791469782708,3558000
155,2008-05-23,32.485015869140625,33.29390550982359,32.355594404332784,32.84092818874256,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.27167320251465,32.64678523085004,31.126073544247383,32.290873004638506,3316550
158,2008-05-28,32.42030334472656,32.6144355312078,30.834878420069092,31.384922906479453,4505700
159,2008-05-29,32.954166412353516,33.32625690705644,31.999677220295155,32.760034244652786,11026212
160,2008-05-30,31.902605056762695,33.16447382387814,31.77318363184194,33.035050204704476,4023430
161,2008-06-02,30.543682098388672,32.35559585230648,30.090702562782376,31.708481916546965,4431595
162,2008-06-03,29.411230087280273,30.41425174963598,29.136206779878517,30.09069594998836,6240766
163,2008-06-04,28.505279541015625,29.589190386436783,28.32732337407971,29.281812749504027,5762089
164,2008-06-05,28.456745147705078,28.667057781511033,27.502255762096528,28.472923380190718,9721099
165,2008-06-06,28.149362564086914,29.330342608591124,27.744917794240262,28.311140472025574,6317089
166,2008-06-09,27.761098861694336,28.440567022194983,26.531586196825966,27.825809592634034,6500809
167,2008-06-10,27.56696319580078,27.793454034963194,26.936029758463814,27.502252467862988,6717902
168,2008-06-11,27.696388244628906,28.149365557322742,27.502253856758095,27.825809707040417,2586175
169,2008-06-12,27.890514373779297,28.05229226374374,26.53158053692855,27.340469986750787,3244212
170,2008-06-13,27.712566375732422,28.117011187122085,27.421364794979745,27.841987837675703,4248430
171,2008-06-16,28.683231353759766,29.12003039438209,27.858163573579805,27.955230758469213,4354615
172,2008-06-17,29.540651321411133,29.76713994071888,28.18171741131145,29.08767408279563,4736084
173,2008-06-18,29.5082950592041,30.15540885247693,29.443584338152778,29.443584338152778,5055019
174,2008-06-19,28.877357482910156,29.443580049579793,28.40820208080589,28.925892162319283,4221271
175,2008-06-20,28.214067459106445,29.233269385094797,27.841979225425955,29.12002399523403,3837789
176,2008-06-23,27.22722625732422,28.084650443317667,26.95220514405527,27.987583264530247,4516050
177,2008-06-24,26.385984420776367,27.631675218609992,26.110961093175685,27.227228245092903,5238203
178,2008-06-25,25.657981872558594,26.191848063004414,25.075580995729304,25.884470492921878,3933879
179,2008-06-26,27.113990783691406,28.278792873129035,25.80358898163753,25.80358898163753,18253250
180,2008-06-27,25.916818618774414,26.790420824263116,25.771218982610524,26.208020085354875,6821283
181,2008-06-30,25.399131774902344,26.143310404095967,24.671131371305854,25.90064360289714,4596315
182,2008-07-01,23.603404998779297,25.399140374498064,22.69744819538254,25.399140374498064,6202295
183,2008-07-02,24.638782501220703,24.897627607660745,22.859225411543882,23.61958250028899,5245963
184,2008-07-03,23.991661071777344,24.638772477487947,23.29601718833946,24.42846214833302,4726793
185,2008-07-04,24.315221786499023,24.78437721349127,23.45779987490123,23.619577759674623,4862814
186,2008-07-07,24.849090576171875,25.852114446338344,24.6387801812595,24.6387801812595,5528014
187,2008-07-08,25.57709312438965,26.208026498321043,22.97246628980099,22.97246628980099,8354280
188,2008-07-09,27.35664939880371,27.46989261012902,25.916824360390994,25.916824360390994,6860769
189,2008-07-10,28.55381202697754,28.893546128337366,26.596298580336324,27.356655750320048,7216175
190,2008-07-11,27.19487762451172,29.18474532751026,26.98456499455221,28.828835190603915,6040791
191,2008-07-14,27.211042404174805,28.181711797166013,26.53157668160953,26.53157668160953,5942149
192,2008-07-15,26.0786075592041,26.822786475398363,25.884475359927514,26.531587079356683,3693378
193,2008-07-16,25.366777420043945,26.531579039759798,24.929976264087266,26.07859965686899,6973872
194,2008-07-17,26.6610050201416,26.8551393880013,25.884471937209444,25.884471937209444,5038238
195,2008-07-18,28.149362564086914,28.37585119635038,26.353627347117115,27.14633865716589,5983177
196,2008-07-21,29.734792709350586,29.912748878838112,28.165545843306553,28.634701421589153,8754188
197,2008-07-22,30.9481143951416,31.2231354572774,29.475935340963982,29.734780371520397,12631056
198,2008-07-23,33.13212203979492,33.77923364410124,31.740831651685703,32.32323253441203,12798869
199,2008-07-24,31.967323303222656,33.746880383676746,29.97745580914354,29.97745580914354,10764301
200,2008-07-25,32.03203201293945,33.067412368105465,30.81869771634174,31.627587247406883,10710381
201,2008-07-28,31.77318572998047,32.66296411926257,31.417273496566413,32.03202859691464,5533881
202,2008-07-29,30.495140075683594,31.546696403025805,30.252473230912315,31.06136271348325,5145929
203,2008-07-30,31.77318572998047,32.03202859691464,30.770161940724886,30.770161940724886,7354746
204,2008-07-31,30.656919479370117,32.32323321193836,30.252474718201114,32.32323321193836,6006517
205,2008-08-01,31.546703338623047,31.676127000840303,29.120034357402883,30.17159091593162,4699412
206,2008-08-04,31.74083137512207,32.323232252773835,30.91576364796984,30.91576364796984,4301346
207,2008-08-05,33.16447830200195,33.4071451521848,31.54669710652977,31.870252906773565,9161115
208,2008-08-06,32.323238372802734,34.345462501524565,32.09674970923661,34.345462501524565,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.69230079650879,32.48501211389037,31.579055382202853,31.870254741484796,4883824
211,2008-08-11,31.983505249023438,32.452660822245676,31.740838346227072,32.09675068136321,2714705
212,2008-08-12,31.433441162109375,32.355575697030915,31.19077441020921,32.193795668178495,5801276
213,2008-08-13,31.56287384033203,31.870251397153233,30.818695096170693,31.061361934858972,2754609
214,2008-08-14,30.802518844604492,31.70847328056799,30.737805932675887,31.384917497937288,2566362
215,2008-08-18,30.446611404418945,31.38492244422529,30.1554120318593,30.737810776978588,2963058
216,2008-08-19,29.880386352539062,30.5760304625797,29.26562900030819,30.398076523443667,2941144
217,2008-08-20,30.220115661621094,30.462782479840932,30.009803102612153,30.090692042018766,3319410
218,2008-08-21,29.896564483642578,30.398076423637306,29.540652218032577,30.090696651404464,4138486
219,2008-08-22,29.58917999267578,30.931937694928838,28.82882528358942,30.931937694928838,4139879
220,2008-08-25,29.912744522094727,30.31718930554432,29.70243191814891,30.31718930554432,2034227
221,2008-08-26,29.961265563964844,30.05833271373384,29.411221307610596,29.60535341289604,1489491
222,2008-08-27,29.362695693969727,30.333363102604768,29.20091779253055,30.12305270843513,4297168
223,2008-08-28,28.925893783569336,29.76713747036286,28.553803330922484,29.443581699845428,7382078
224,2008-08-29,30.123058319091797,30.23630374889336,29.314168661233865,29.44359012878968,2219080
225,2008-09-01,30.10675621032715,30.237158135693214,29.50364233103669,30.057853830157406,3417069
226,2008-09-02,31.687877655029297,31.81827952480948,30.05784101752286,30.31864696795892,5030404
227,2008-09-04,31.01956558227539,31.590077677288146,30.758759610951525,31.329271705964285,2813325
228,2008-09-05,30.334949493408203,30.677257184799224,29.99264180201718,30.64465561004739,3330688
229,2008-09-08,31.932388305664062,33.22011528178516,31.622679942689416,31.948686884030252,8377948
230,2008-09-09,32.04648971557617,32.307295713322276,31.312974090533054,31.93238861153956,3737279
231,2008-09-10,31.76938247680664,32.30729300574041,31.45967413682111,31.883483571280763,3847698
232,2008-09-11,30.92176628112793,31.622680329227897,30.677261072133604,31.622680329227897,2567354
233,2008-09-12,31.231477737426758,32.0790968234769,30.726166444238267,31.13367519505536,6093354
234,2008-09-15,29.25913429260254,30.563162266306083,28.378915852527932,30.090452568013834,6770268
235,2008-09-16,29.82964324951172,30.090449257736207,27.71059802536155,28.118106722313506,4654621
236,2008-09-17,29.06354331970215,30.253468448430127,28.68863379727418,30.253468448430127,4674190
237,2008-09-18,28.99833106994629,29.56884336380925,26.911886993883822,28.688624838310293,6603710
238,2008-09-19,30.758760452270508,30.921763912446938,29.340629464385195,29.68293717293088,9821730
239,2008-09-22,30.090450286865234,32.92671268335532,29.84594506033169,31.622682597633514,4162514
240,2008-09-23,29.73183822631836,30.4001528754401,29.177626887123257,29.73183822631836,6569683
241,2008-09-24,30.41645622253418,30.742463180173306,29.438435349616807,29.82964325660852,5730103
242,2008-09-25,29.47103500366211,30.628360069819667,28.770118764020413,30.497955968760824,10926783
243,2008-09-26,28.99833106994629,29.634046537523467,28.493021949797544,29.634046537523467,4967945
244,2008-09-29,27.92250633239746,29.82964587549766,27.38459347854122,29.82964587549766,7859964
245,2008-09-30,27.971399307250977,29.0146209529993,26.406565733190593,26.406565733190593,6616439
246,2008-10-01,28.90052604675293,29.177630646616993,27.75949943309499,28.3300138453621,3743739
247,2008-10-03,29.308027267456055,29.666633518674054,28.52560940767225,29.047221314194786,4681406
248,2008-10-06,28.704919815063477,29.3406329429451,28.118106846681908,28.98202661456694,5560277
249,2008-10-07,29.65033531188965,30.286050569175334,28.688615348256807,28.688615348256807,9928258
250,2008-10-08,29.422130584716797,29.666635769914212,27.41718673957245,28.656015664290415,9985473
251,2008-10-10,29.242828369140625,29.911143030561206,27.074883127646295,29.308031525084903,9025179
252,2008-10-13,29.82964324951172,30.05784767762958,29.193930124441906,29.389535183329315,6805621
253,2008-10-14,29.1124267578125,30.938066502463606,28.884222342450126,29.99264505185369,5099383
254,2008-10-15,28.867923736572266,29.487336083812515,28.55821756295214,28.949425477571047,5495022
255,2008-10-16,27.75950050354004,28.460416847374276,27.221589862979467,28.460416847374276,6651066
256,2008-10-17,25.673053741455078,28.525614531324717,25.298144425403688,28.33001168940218,5586092
257,2008-10-20,25.966455459594727,26.99337852611582,25.151438205629955,25.770852645168663,7922965
258,2008-10-21,26.178367614746094,27.54759649097376,25.428551117254933,26.22726777748138,8047276
259,2008-10-22,24.743938446044922,26.11316748121633,24.49943318223301,25.91756459669275,5408099
260,2008-10-23,23.537704467773438,24.352721721143286,23.17909599194039,24.12451733237489,6641370
261,2008-10-24,20.48954200744629,23.14649775183014,20.212435217031533,22.820490803519185,9905588
262,2008-10-27,18.908411026000977,20.212439067673245,16.95236896349257,20.114636522372518,12878172
263,2008-10-29,21.402360916137695,22.755288804774633,19.560420416749796,21.516462016249573,13094201
264,2008-10-31,22.771595001220703,23.47251140068151,21.646871256593524,22.527089743220163,8097887
265,2008-11-03,23.472503662109375,24.091915893814825,22.657484193265443,24.059314319145777,4951148
266,2008-11-04,24.499425888061523,24.695030925224543,23.032394741966666,23.14649583791515,4515828
267,2008-11-05,23.602914810180664,25.689361136653748,23.146503639916236,25.689361136653748,6145587
268,2008-11-06,22.820499420166016,24.36903522022093,22.347789608802866,23.146506491571902,4896229
269,2008-11-07,24.597225189208984,25.3307406663091,22.494479052821475,22.657482492177056,8250147
270,2008-11-10,25.151445388793945,25.721957629505567,24.597233939992226,25.363349050993403,3775177
271,2008-11-11,24.858034133911133,25.90125582949473,24.2875220273243,25.265542781473158,8900004
272,2008-11-12,23.8148136138916,25.395948275618203,23.521408230275387,25.395948275618203,5705390
273,2008-11-14,23.733314514160156,24.776538685069326,23.439909097889743,23.60291259823474,4038880
274,2008-11-17,24.711326599121094,25.526346017621915,22.494479352205545,25.526346017621915,5361538
275,2008-11-18,23.374706268310547,24.64613258484765,22.91829517736358,24.64613258484765,6392448
276,2008-11-19,22.80419158935547,24.206021870205173,22.51078401752587,23.472506256945262,5606729
277,2008-11-20,22.5596923828125,22.98349974778265,21.597969887702863,22.820496234832085,5080395
278,2008-11-21,23.99411964416504,24.743936159404743,21.842472637107864,22.412984866613407,8350092
279,2008-11-24,24.597225189208984,24.98843300148725,23.37469939404213,24.711326270232508,5420119
280,2008-11-25,23.99411964416504,25.151444894765845,23.79851677771754,24.858039489656406,5453771
281,2008-11-26,24.532028198242188,24.90693528466197,23.55400740492866,24.254921422452956,5246053
282,2008-11-27,24.532028198242188,24.532028198242188,24.532028198242188,24.532028198242188,0
283,2008-11-28,24.14082145690918,24.613533341205404,23.17910131908046,23.798515900524063,8464961
284,2008-12-01,23.94521713256836,25.558951124204828,23.847414603495448,24.613531835211067,5733003
285,2008-12-02,23.733314514160156,23.99412055688745,22.983497970397863,23.76591609857974,5879324
286,2008-12-03,24.450529098510742,24.760235274236667,23.22800297521664,23.961518649193103,6430656
287,2008-12-04,25.6241512298584,25.754555334621998,21.679466303810187,21.679466303810187,4648185
288,2008-12-05,25.314443588256836,26.536969562499237,24.466824695098385,24.466824695098385,5338962
289,2008-12-08,25.379648208618164,26.21096643372744,24.28752617325022,25.999062785173205,11709287
290,2008-12-10,24.972137451171875,26.569572818309016,24.613531135927616,26.569572818309016,11172070
291,2008-12-11,24.695035934448242,25.41225086473504,24.303825780767827,25.41225086473504,9867592
292,2008-12-12,23.928926467895508,24.206033382378134,23.407314232708373,24.091930015031853,9847702
293,2008-12-15,24.320119857788086,24.858032565148427,24.124517045828135,24.74392926668163,5741641
294,2008-12-16,25.24924659729004,25.55895278373317,23.146499823758845,24.45052994460734,9183505
295,2008-12-17,25.21664047241211,25.91755667427788,24.54832584677299,25.91755667427788,8720755
296,2008-12-18,25.966455459594727,26.24356221029307,24.646127065996637,24.646127065996637,12640018
297,2008-12-19,27.22159194946289,27.547598959245327,25.93386470299758,26.73258143478924,10050607
298,2008-12-22,27.237882614135742,27.466086993953823,26.29246131078127,26.29246131078127,6524631
299,2008-12-23,26.68367576599121,27.498693189934038,26.488072910770686,27.058585107530664,5151765
300,2008-12-24,26.227264404296875,27.04228175090483,22.00547278016684,22.00547278016684,13318746
301,2008-12-26,26.276165008544922,27.661694521390825,25.591551752252595,27.661694521390825,5480531
302,2008-12-29,26.830379486083984,27.042283122600253,25.754556091816106,26.56957347976508,3418418
303,2008-12-30,26.781471252441406,27.221581429921592,25.78714981467647,26.765170466076274,4868199
304,2008-12-31,27.10748291015625,27.514991586672764,26.50437139543745,27.514991586672764,4396180
305,2009-01-02,27.498693466186523,27.955104554705375,26.977083636148762,27.955104554705375,3976548
306,2009-01-05,26.87928009033203,27.95510350242358,26.536972339547056,27.95510350242358,4505326
